date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:26:20	53214/53214	---M--	200	added ('OK')	image/png	etag:%22cfde-61f787249c094%22	https://mannatthemes.com/metrica/default/assets/images/small/p-4.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/small/p-4.png	(from https://mannatthemes.com/metrica/default/pages-pricing.html)
23:26:20	16952/16952	---M-Z	200	added ('OK')	text/javascript	etag:%224238-61f78724b4734-gzip%22	https://mannatthemes.com/metrica/default/assets/libs/shufflejs/shuffle.min.js	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/libs/shufflejs/shuffle.min.js	(from https://mannatthemes.com/metrica/default/pages-gallery.html)
23:26:21	279/279	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Dec%202024%2018:27:08%20GMT	https://mannatthemes.com/metrica/default/assets/JS/pages/gallery.init.js	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/JS/pages/gallery.init.js	(from https://mannatthemes.com/metrica/default/pages-gallery.html)
23:26:22	57924/57924	---M--	200	added ('OK')	image/svg+xml	etag:%22e244-61f7872490514%22	https://mannatthemes.com/metrica/default/assets/images/error.svg	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/error.svg	(from https://mannatthemes.com/metrica/default/auth-404.html)
23:26:22	175436/175436	---M--	200	added ('OK')	image/png	etag:%222ad4c-61f78724914b4%22	https://mannatthemes.com/metrica/default/assets/images/p-1.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/p-1.png	(from https://mannatthemes.com/metrica/default/auth-login.html)
23:26:23	279/279	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Dec%202024%2018:27:10%20GMT	https://mannatthemes.com/metrica/default/assets/images/small/14.svg	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/small/14.17d.delayed	(from https://mannatthemes.com/metrica/default/assets/images/small/cobweb.svg)
23:26:32	696/696	---M--	200	added ('OK')	image/png	etag:%222b8-61f78724ae974%22	https://mannatthemes.com/metrica/default/assets/libs/leaflet/images/layers.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/libs/leaflet/images/layers.png	(from https://mannatthemes.com/metrica/default/assets/libs/leaflet/leaflet.css)
23:26:33	1259/1259	---M--	200	added ('OK')	image/png	etag:%224eb-61f78724ae974%22	https://mannatthemes.com/metrica/default/assets/libs/leaflet/images/layers-2x.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/libs/leaflet/images/layers-2x.png	(from https://mannatthemes.com/metrica/default/assets/libs/leaflet/leaflet.css)
23:26:33	1466/1466	---M--	200	added ('OK')	image/png	etag:%225ba-61f78724ae974%22	https://mannatthemes.com/metrica/default/assets/libs/leaflet/images/marker-icon.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/libs/leaflet/images/marker-icon.png	(from https://mannatthemes.com/metrica/default/assets/libs/leaflet/leaflet.css)
23:26:33	5405/5405	---M--	200	added ('OK')	image/png	etag:%22151d-61f78724ad9d4%22	https://mannatthemes.com/metrica/default/assets/libs/hopscotch/img/sprite-green.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/libs/hopscotch/img/sprite-green.png	(from https://mannatthemes.com/metrica/default/assets/libs/hopscotch/css/hopscotch.min.css)
